median_p4 median_p5 median_p6 satellite time_mjd
0.0151 0.0116 0.00386 15 57332.999222407
0.0151 0.0116 0.00383 15 57333.999222407
0.0158 0.0126 0.00393 15 57334.999222407
0.0329 0.013 0.00383 15 57335.999222407
0.0164 0.0116 0.0037749999999999997 15 57336.999222407
0.0151 0.0116 0.00376 15 57337.999222407
0.0145 0.011699999999999999 0.00379 15 57338.999222407
0.0145 0.0118 0.0037749999999999997 15 57339.999222407
0.0145 0.0116 0.00381 15 57340.999222407
0.0151 0.0118 0.00386 15 57341.999222407
0.0151 0.0119 0.0039 15 57342.999222407
0.0145 0.0118 0.00393 15 57343.999222407
0.0151 0.012 0.00393 15 57344.999222407
0.0151 0.012 0.0039 15 57345.999222407
0.0151 0.0122 0.00393 15 57346.999222407
0.0151 0.0118 0.004 15 57347.999222407
0.0158 0.0124 0.00407 15 57348.999222407
0.0158 0.0126 0.00413 15 57349.999222407
0.0158 0.0124 0.00417 15 57350.999222407
0.0158 0.0128 0.00415 15 57351.999222407
0.0158 0.0128 0.00413 15 57352.999222407
0.0158 0.0128 0.0041 15 57353.999222407
0.0158 0.0128 0.00413 15 57354.999222407
0.0158 0.013 0.00417 15 57355.999222407
0.0158 0.013 0.00417 15 57356.999222407
0.0158 0.0124 0.00413 15 57357.999222407
0.0158 0.0128 0.00413 15 57358.999222407
0.0151 0.0126 0.00407 15 57359.999222407
0.0158 0.0128 0.00413 15 57360.999222407
0.0151 0.0124 0.00403 15 57361.999222407
0.0151 0.0121 0.00396 15 57362.999222407
0.0151 0.012 0.00396 15 57363.999222407
0.0151 0.012 0.00396 15 57364.999222407
0.0145 0.012 0.00393 15 57365.999222407
0.0151 0.0116 0.00386 15 57366.999222407
0.0145 0.0118 0.0039 15 57367.999222407
0.0145 0.012 0.00386 15 57368.999222407
0.0151 0.012 0.0039 15 57369.999222407
0.0145 0.0118 0.0038799999999999998 15 57370.999222407
0.0145 0.0122 0.00386 15 57371.999222407
0.0151 0.012 0.00393 15 57372.999222407
0.0151 0.0122 0.00396 15 57373.999222407
0.0158 0.0124 0.00403 15 57374.999222407
0.0151 0.0118 0.00398 15 57375.999222407
0.0148 0.0122 0.00407 15 57376.999222407
0.0158 0.0126 0.0041 15 57377.999222407
0.0158 0.0128 0.0042 15 57378.999222407
0.0164 0.0128 0.00423 15 57379.999222407
0.0158 0.0132 0.0042 15 57380.999222407
0.0164 0.013 0.0043 15 57381.999222407
0.0164 0.0132 0.00427 15 57382.999222407
0.0191 0.0136 0.0043 15 57383.999222407
0.0289 0.0134 0.00432 15 57384.999222407
0.0184 0.0134 0.0043 15 57385.999222407
0.0164 0.0128 0.0041 15 57386.999222407
0.0151 0.0123 0.00407 15 57387.999222407
0.07295 0.0155 0.00407 15 57388.999222407
0.0217 0.0128 0.00415 15 57389.999222407
0.016100000000000003 0.0128 0.00413 15 57390.999222407
0.0164 0.0128 0.00413 15 57391.999222407
0.0164 0.0128 0.00417 15 57392.999222407
0.0158 0.013 0.00415 15 57393.999222407
0.0164 0.013 0.00417 15 57394.999222407
0.0164 0.0128 0.0042 15 57395.999222407
0.0158 0.0128 0.00417 15 57396.999222407
0.0164 0.0128 0.00413 15 57397.999222407
0.0158 0.0126 0.00413 15 57398.999222407
0.0158 0.0126 0.0041 15 57399.999222407
0.0158 0.0128 0.00413 15 57400.999222407
0.0158 0.0128 0.00417 15 57401.999222407
0.0158 0.013 0.0042 15 57402.999222407
0.0158 0.013 0.00417 15 57403.999222407
0.0164 0.0128 0.00417 15 57404.999222407
0.0151 0.0126 0.0041 15 57405.999222407
0.0158 0.013 0.00413 15 57406.999222407
0.0158 0.0126 0.004115000000000001 15 57407.999222407
0.0158 0.0134 0.0042 15 57408.999222407
0.0164 0.0134 0.00427 15 57409.999222407
0.0164 0.0134 0.0044 15 57410.999222407
0.0171 0.0138 0.00451 15 57411.999222407
0.0177 0.014 0.004555 15 57412.999222407
0.0171 0.0136 0.00447 15 57413.999222407
0.0171 0.0136 0.00447 15 57414.999222407
0.0171 0.014 0.00447 15 57415.999222407
0.0171 0.014 0.00454 15 57416.999222407
0.0171 0.0136 0.00447 15 57417.999222407
0.0171 0.0136 0.0044 15 57418.999222407
0.0171 0.0136 0.00437 15 57419.999222407
0.0171 0.014 0.00451 15 57420.999222407
0.0171 0.0134 0.00434 15 57421.999222407
0.0164 0.0132 0.0043549999999999995 15 57422.999222407
0.0164 0.0132 0.004285000000000001 15 57423.999222407
0.0164 0.0134 0.00427 15 57424.999222407
0.0164 0.0132 0.0043 15 57425.999222407
0.0171 0.0134 0.0043549999999999995 15 57426.999222407
0.0164 0.0134 0.00444 15 57427.999222407
0.0171 0.0136 0.00444 15 57428.999222407
0.0171 0.014 0.0044 15 57429.999222407
0.01675 0.0134 0.00437 15 57430.999222407
0.0164 0.0134 0.00437 15 57431.999222407
0.0171 0.0138 0.00434 15 57432.999222407
0.0164 0.0134 0.00431 15 57433.999222407
0.0164 0.0138 0.00437 15 57434.999222407
0.0164 0.0137 0.00437 15 57435.999222407
0.0171 0.0136 0.00444 15 57436.999222407
0.0177 0.0136 0.00442 15 57437.999222407
0.0171 0.0136 0.00447 15 57438.999222407
0.0171 0.0138 0.00447 15 57439.999222407
0.0171 0.0136 0.00457 15 57440.999222407
0.0177 0.0142 0.00457 15 57441.999222407
0.0177 0.0144 0.00461 15 57442.999222407
0.0177 0.0142 0.00457 15 57443.999222407
0.0171 0.0142 0.00454 15 57444.999222407
0.0171 0.0136 0.004455000000000001 15 57445.999222407
0.0164 0.0134 0.0043549999999999995 15 57446.999222407
0.0171 0.0138 0.004455000000000001 15 57447.999222407
0.0171 0.014 0.00449 15 57448.999222407
0.0177 0.0142 0.00457 15 57449.999222407
0.0177 0.014 0.00457 15 57450.999222407
0.0171 0.014 0.00457 15 57451.999222407
0.0171 0.0136 0.00442 15 57452.999222407
0.0171 0.0136 0.00444 15 57453.999222407
0.0171 0.0135 0.00437 15 57454.999222407
0.0174 0.0139 0.00451 15 57455.999222407
0.0171 0.0138 0.004455000000000001 15 57456.999222407
0.0171 0.014 0.00454 15 57457.999222407
0.0164 0.0136 0.00451 15 57458.999222407
0.0177 0.014 0.00451 15 57459.999222407
0.0171 0.0136 0.00444 15 57460.999222407
0.0171 0.0134 0.00444 15 57461.999222407
0.024 0.0142 0.00447 15 57462.999222407
0.0184 0.014 0.00437 15 57463.999222407
0.0177 0.014 0.00444 15 57464.999222407
0.0171 0.0136 0.00447 15 57465.999222407
0.0171 0.0138 0.00454 15 57466.999222407
0.0171 0.014 0.00451 15 57467.999222407
0.0164 0.0142 0.00425 15 57468.999222407
0.0158 0.014 0.00423 15 57469.999222407
0.0158 0.0138 0.00417 15 57470.999222407
0.0158 0.0136 0.0041 15 57471.999222407
0.0151 0.0136 0.00417 15 57472.999222407
0.0158 0.0136 0.0041849999999999995 15 57473.999222407
0.0158 0.0142 0.00423 15 57474.999222407
0.0158 0.0142 0.00427 15 57475.999222407
0.0158 0.0138 0.00423 15 57476.999222407
0.0158 0.014 0.00427 15 57477.999222407
0.0158 0.014 0.00427 15 57478.999222407
0.0164 0.0142 0.0043 15 57479.999222407
0.0158 0.0144 0.00434 15 57480.999222407
0.0164 0.0146 0.0043549999999999995 15 57481.999222407
0.0171 0.0144 0.0044 15 57482.999222407
0.0164 0.0144 0.00423 15 57483.999222407
0.0158 0.0142 0.0043 15 57484.999222407
0.016100000000000003 0.0144 0.004285000000000001 15 57485.999222407
0.0164 0.0144 0.00437 15 57486.999222407
0.0171 0.014 0.0043 15 57487.999222407
0.0164 0.0142 0.00427 15 57488.999222407
0.0164 0.014 0.00427 15 57489.999222407
0.0158 0.0138 0.00423 15 57490.999222407
0.0151 0.0134 0.0041 15 57491.999222407
0.0158 0.0139 0.00417 15 57492.999222407
0.016100000000000003 0.014 0.0041 15 57493.999222407
0.0158 0.0142 0.0042 15 57494.999222407
0.0184 0.0146 0.00434 15 57495.999222407
0.0164 0.0144 0.00434 15 57496.999222407
0.0164 0.0142 0.00437 15 57497.999222407
0.0158 0.0142 0.00423 15 57498.999222407
0.0158 0.0138 0.004115000000000001 15 57499.999222407
0.0158 0.0137 0.00417 15 57500.999222407
0.0151 0.0138 0.00413 15 57501.999222407
0.0151 0.0138 0.0042 15 57502.999222407
0.0158 0.0142 0.00417 15 57503.999222407
0.0158 0.014 0.00423 15 57504.999222407
0.0158 0.0142 0.0043 15 57505.999222407
0.0158 0.014499999999999999 0.0043 15 57506.999222407
0.0158 0.0146 0.00434 15 57507.999222407
0.0158 0.0144 0.00423 15 57508.999222407
0.0164 0.0144 0.0042 15 57509.999222407
0.0158 0.014 0.00417 15 57510.999222407
0.0158 0.0143 0.00423 15 57511.999222407
0.0151 0.0144 0.00417 15 57512.999222407
0.0158 0.0142 0.0042 15 57513.999222407
0.0151 0.0142 0.00427 15 57514.999222407
0.0151 0.0142 0.0042 15 57515.999222407
0.015450000000000002 0.014 0.00417 15 57516.999222407
0.0158 0.0142 0.0043 15 57517.999222407
0.0158 0.0146 0.0043 15 57518.999222407
0.0151 0.0146 0.00434 15 57519.999222407
0.0158 0.0146 0.00427 15 57520.999222407
0.0158 0.0148 0.0044 15 57521.999222407
0.0164 0.0148 0.0044 15 57522.999222407
0.0184 0.0148 0.00444 15 57523.999222407
0.0158 0.0146 0.0044 15 57524.999222407
0.0151 0.0146 0.00434 15 57525.999222407
0.0158 0.0142 0.00427 15 57526.999222407
0.0151 0.0142 0.0041849999999999995 15 57527.999222407
0.0151 0.0138 0.00413 15 57528.999222407
0.0158 0.0142 0.0042 15 57529.999222407
0.0151 0.0144 0.00423 15 57530.999222407
0.015450000000000002 0.01485 0.00427 15 57531.999222407
0.0158 0.0144 0.0043 15 57532.999222407
0.0158 0.014499999999999999 0.0043 15 57533.999222407
0.0158 0.0144 0.00434 15 57534.999222407
0.0158 0.014499999999999999 0.004285000000000001 15 57535.999222407
0.0151 0.0148 0.0043 15 57536.999222407
0.0151 0.0144 0.00427 15 57537.999222407
0.0151 0.0146 0.0043 15 57538.999222407
0.0158 0.0146 0.004385 15 57539.999222407
0.016100000000000003 0.0149 0.00447 15 57540.999222407
0.01675 0.0151 0.00457 15 57541.999222407
0.0164 0.0153 0.00454 15 57542.999222407
0.0158 0.0151 0.00447 15 57543.999222407
0.0158 0.0149 0.00447 15 57544.999222407
0.0158 0.0149 0.0044 15 57545.999222407
0.0158 0.0149 0.00449 15 57546.999222407
0.0158 0.0149 0.00451 15 57547.999222407
0.0164 0.0153 0.00457 15 57548.999222407
0.0164 0.0153 0.00451 15 57549.999222407
0.0158 0.0151 0.00451 15 57550.999222407
0.0158 0.0149 0.00447 15 57551.999222407
0.0158 0.0148 0.00434 15 57552.999222407
0.0151 0.014 0.00423 15 57553.999222407
0.0151 0.0142 0.00423 15 57554.999222407
0.0145 0.0142 0.0042 15 57555.999222407
0.0151 0.014 0.00417 15 57556.999222407
0.0151 0.0144 0.00417 15 57557.999222407
0.0151 0.0142 0.004215 15 57558.999222407
0.0151 0.0144 0.00427 15 57559.999222407
0.0158 0.0146 0.0043 15 57560.999222407
0.0145 0.0146 0.0042 15 57561.999222407
0.0151 0.0143 0.00427 15 57562.999222407
0.0151 0.0144 0.00427 15 57563.999222407
0.0158 0.0146 0.00427 15 57564.999222407
0.0145 0.0142 0.00427 15 57565.999222407
0.015450000000000002 0.0144 0.0043 15 57566.999222407
0.0151 0.0146 0.00437 15 57567.999222407
0.0158 0.0148 0.00444 15 57568.999222407
0.0158 0.0148 0.00444 15 57569.999222407
0.0158 0.0149 0.00444 15 57570.999222407
0.0158 0.0151 0.004455000000000001 15 57571.999222407
0.0158 0.0151 0.00451 15 57572.999222407
0.0164 0.0151 0.00454 15 57573.999222407
0.0164 0.0151 0.00457 15 57574.999222407
0.0164 0.0157 0.00461 15 57575.999222407
0.0158 0.0151 0.00451 15 57576.999222407
0.0158 0.0148 0.0044 15 57577.999222407
0.0158 0.0146 0.00434 15 57578.999222407
0.0151 0.0144 0.00427 15 57579.999222407
0.0145 0.0142 0.00423 15 57580.999222407
0.0151 0.0142 0.004115000000000001 15 57581.999222407
0.0145 0.014 0.0041 15 57582.999222407
0.0151 0.0138 0.00413 15 57583.999222407
0.0145 0.0139 0.00413 15 57584.999222407
0.0151 0.014 0.0042 15 57585.999222407
0.0158 0.0142 0.004285000000000001 15 57586.999222407
0.0151 0.0144 0.00427 15 57587.999222407
0.0151 0.0142 0.00417 15 57588.999222407
0.0151 0.014 0.00417 15 57589.999222407
0.0151 0.0144 0.00427 15 57590.999222407
0.0171 0.0146 0.00427 15 57591.999222407
0.0158 0.0146 0.0043 15 57592.999222407
0.0158 0.0142 0.00434 15 57593.999222407
0.0158 0.0146 0.00434 15 57594.999222407
0.0158 0.0149 0.00437 15 57595.999222407
0.0158 0.0146 0.00444 15 57596.999222407
0.0164 0.0149 0.00444 15 57597.999222407
0.016100000000000003 0.0153 0.00454 15 57598.999222407
0.0171 0.0151 0.00461 15 57599.999222407
0.0171 0.0153 0.00461 15 57600.999222407
0.0164 0.0155 0.00464 15 57601.999222407
0.0164 0.0149 0.00451 15 57602.999222407
0.0164 0.0151 0.00447 15 57603.999222407
0.0164 0.0153 0.00454 15 57604.999222407
0.0164 0.0149 0.00451 15 57605.999222407
0.0164 0.0148 0.0044 15 57606.999222407
0.0164 0.0146 0.00434 15 57607.999222407
0.0158 0.0146 0.00434 15 57608.999222407
0.0158 0.0146 0.0043 15 57609.999222407
0.0164 0.0144 0.0043549999999999995 15 57610.999222407
0.016100000000000003 0.0144 0.0043 15 57611.999222407
0.0158 0.0146 0.004385 15 57612.999222407
0.0164 0.0148 0.00434 15 57613.999222407
0.0164 0.0149 0.00444 15 57614.999222407
0.0164 0.0148 0.00444 15 57615.999222407
0.0164 0.0148 0.00444 15 57616.999222407
0.0171 0.0149 0.00437 15 57617.999222407
0.0171 0.0148 0.00447 15 57618.999222407
0.0164 0.014700000000000001 0.00447 15 57619.999222407
0.0164 0.0148 0.004455000000000001 15 57620.999222407
0.0164 0.0148 0.00447 15 57621.999222407
0.0171 0.0151 0.0045249999999999995 15 57622.999222407
0.0171 0.0146 0.004385 15 57623.999222407
0.0171 0.0148 0.00451 15 57624.999222407
0.0171 0.0153 0.0045249999999999995 15 57625.999222407
0.0174 0.0149 0.00457 15 57626.999222407
0.0177 0.0153 0.00461 15 57627.999222407
0.0177 0.0157 0.00471 15 57628.999222407
0.0177 0.0155 0.00478 15 57629.999222407
0.0177 0.0155 0.00469 15 57630.999222407
0.0177 0.0153 0.00457 15 57631.999222407
0.0171 0.0146 0.00444 15 57632.999222407
0.0164 0.014700000000000001 0.0044 15 57633.999222407
0.0164 0.0146 0.00437 15 57634.999222407
0.0164 0.0146 0.00444 15 57635.999222407
0.0164 0.0146 0.0044 15 57636.999222407
0.0164 0.0146 0.0044 15 57637.999222407
0.0171 0.0146 0.0044 15 57638.999222407
0.0164 0.0148 0.0044 15 57639.999222407
0.0171 0.0149 0.00447 15 57640.999222407
0.0171 0.0149 0.00461 15 57641.999222407
0.0177 0.0151 0.00454 15 57642.999222407
0.0171 0.015 0.00461 15 57643.999222407
0.0171 0.0149 0.00461 15 57644.999222407
0.0171 0.0153 0.00454 15 57645.999222407
0.0171 0.0151 0.00461 15 57646.999222407
0.0177 0.0155 0.00467 15 57647.999222407
0.0177 0.0151 0.00464 15 57648.999222407
0.0177 0.0153 0.00467 15 57649.999222407
0.0177 0.0149 0.00454 15 57650.999222407
0.01805 0.0153 0.00464 15 57651.999222407
0.0177 0.0153 0.00471 15 57652.999222407
0.0191 0.015 0.00488 15 57653.999222407
0.0184 0.0149 0.00491 15 57654.999222407
0.0191 0.0151 0.00495 15 57655.999222407
0.0191 0.0151 0.00501 15 57656.999222407
0.0191 0.0153 0.00488 15 57657.999222407
0.0177 0.0144 0.00481 15 57658.999222407
0.0177 0.0146 0.00471 15 57659.999222407
0.0177 0.0148 0.00478 15 57660.999222407
0.0177 0.0148 0.00474 15 57661.999222407
0.0184 0.0146 0.00484 15 57662.999222407
0.0184 0.0149 0.00481 15 57663.999222407
0.0184 0.0146 0.00474 15 57664.999222407
0.0184 0.0146 0.00484 15 57665.999222407
0.0184 0.0149 0.00488 15 57666.999222407
0.01875 0.0151 0.00488 15 57667.999222407
0.0191 0.0149 0.00493 15 57668.999222407
0.0194 0.0155 0.00501 15 57669.999222407
0.0191 0.0153 0.00505 15 57670.999222407
0.0197 0.0155 0.00505 15 57671.999222407
0.0191 0.0154 0.00495 15 57672.999222407
0.0191 0.0149 0.00488 15 57673.999222407
0.0191 0.0155 0.00498 15 57674.999222407
0.0184 0.0151 0.00495 15 57675.999222407
0.0191 0.0151 0.00495 15 57676.999222407
0.0184 0.0149 0.00481 15 57677.999222407
0.01875 0.0151 0.00498 15 57678.999222407
0.0191 0.0155 0.00493 15 57679.999222407
0.0191 0.0155 0.00505 15 57680.999222407
0.0184 0.0154 0.00505 15 57681.999222407
0.0191 0.0157 0.00515 15 57682.999222407
0.0197 0.0157 0.00512 15 57683.999222407
0.0191 0.0157 0.00503 15 57684.999222407
0.0191 0.0155 0.00495 15 57685.999222407
0.0184 0.0151 0.00493 15 57686.999222407
0.0184 0.0151 0.00491 15 57687.999222407
0.0191 0.01485 0.00484 15 57688.999222407
0.0184 0.0149 0.00484 15 57689.999222407
0.0184 0.0149 0.00484 15 57690.999222407
0.0191 0.0151 0.00484 15 57691.999222407
0.0197 0.0151 0.00491 15 57692.999222407
0.0191 0.0151 0.00491 15 57693.999222407
0.0191 0.0151 0.00491 15 57694.999222407
0.0191 0.0149 0.00488 15 57695.999222407
0.0191 0.0153 0.00498 15 57696.999222407
0.0191 0.0155 0.00505 15 57697.999222407
0.0197 0.0155 0.00505 15 57698.999222407
0.0194 0.0157 0.00508 15 57699.999222407
0.0191 0.0157 0.00508 15 57700.999222407
0.0191 0.0155 0.00495 15 57701.999222407
0.0197 0.0159 0.00508 15 57702.999222407
0.0197 0.0157 0.00505 15 57703.999222407
0.0184 0.0155 0.00505 15 57704.999222407
0.0191 0.0155 0.00505 15 57705.999222407
0.0191 0.0155 0.00505 15 57706.999222407
0.0191 0.0155 0.00508 15 57707.999222407
0.0191 0.0157 0.00512 15 57708.999222407
0.0204 0.0161 0.00522 15 57709.999222407
0.0197 0.0159 0.00518 15 57710.999222407
0.0197 0.0165 0.00525 15 57711.999222407
0.0191 0.0163 0.00525 15 57712.999222407
0.0191 0.0155 0.00512 15 57713.999222407
0.0191 0.0153 0.00495 15 57714.999222407
0.0191 0.0151 0.00498 15 57715.999222407
0.0177 0.0152 0.00484 15 57716.999222407
0.0184 0.0153 0.00484 15 57717.999222407
0.0191 0.0149 0.00488 15 57718.999222407
0.0184 0.01485 0.00491 15 57719.999222407
0.0184 0.0149 0.00491 15 57720.999222407
0.0184 0.0153 0.00495 15 57721.999222407
0.0184 0.0157 0.00498 15 57722.999222407
0.0191 0.0154 0.00498 15 57723.999222407
0.0191 0.0155 0.00505 15 57724.999222407
0.0191 0.0157 0.00505 15 57725.999222407
0.0191 0.0158 0.00518 15 57726.999222407
0.0197 0.0157 0.00512 15 57727.999222407
0.0191 0.0157 0.0051649999999999995 15 57728.999222407
0.0191 0.0157 0.00518 15 57729.999222407
0.0191 0.0155 0.00505 15 57730.999222407
0.0191 0.0153 0.00505 15 57731.999222407
0.01875 0.0153 0.00498 15 57732.999222407
0.0191 0.0155 0.00505 15 57733.999222407
0.0191 0.0156 0.00508 15 57734.999222407
0.0194 0.0157 0.00515 15 57735.999222407
0.0197 0.0161 0.00522 15 57736.999222407
0.0197 0.0161 0.00528 15 57737.999222407
0.0204 0.0161 0.00522 15 57738.999222407
0.0191 0.0163 0.00518 15 57739.999222407
0.0197 0.0159 0.00512 15 57740.999222407
0.0191 0.0157 0.00512 15 57741.999222407
0.0191 0.0157 0.00501 15 57742.999222407
0.01875 0.0153 0.00501 15 57743.999222407
0.01875 0.0151 0.00495 15 57744.999222407
0.01805 0.0151 0.00488 15 57745.999222407
0.0184 0.0151 0.00484 15 57746.999222407
0.0184 0.0148 0.00491 15 57747.999222407
0.0184 0.0148 0.00491 15 57748.999222407
0.0184 0.0151 0.00491 15 57749.999222407
0.0191 0.0155 0.00505 15 57750.999222407
0.0191 0.0154 0.00505 15 57751.999222407
0.0191 0.0157 0.00512 15 57752.999222407
0.0184 0.0155 0.00515 15 57753.999222407
0.0197 0.0157 0.00512 15 57754.999222407
0.0191 0.0159 0.00508 15 57755.999222407
0.0191 0.0159 0.00508 15 57756.999222407
0.0194 0.0157 0.00508 15 57757.999222407
0.0191 0.0157 0.00505 15 57758.999222407
0.0191 0.0157 0.00508 15 57759.999222407
0.0197 0.0157 0.00508 15 57760.999222407
0.0191 0.0157 0.00512 15 57761.999222407
0.0197 0.0159 0.00515 15 57762.999222407
0.0194 0.0159 0.00512 15 57763.999222407
0.0197 0.0163 0.00522 15 57764.999222407
0.0191 0.0163 0.00532 15 57765.999222407
0.020700000000000003 0.0167 0.00539 15 57766.999222407
0.0197 0.0163 0.00535 15 57767.999222407
0.0204 0.0163 0.00532 15 57768.999222407
0.0197 0.0163 0.00518 15 57769.999222407
0.0197 0.0161 0.00522 15 57770.999222407
0.0197 0.0157 0.00515 15 57771.999222407
0.0197 0.0159 0.00515 15 57772.999222407
0.0197 0.0161 0.00518 15 57773.999222407
0.0191 0.0159 0.00508 15 57774.999222407
0.0191 0.0159 0.0052 15 57775.999222407
0.0197 0.0159 0.005265000000000001 15 57776.999222407
0.0191 0.0161 0.005265000000000001 15 57777.999222407
0.0197 0.0161 0.00518 15 57778.999222407
0.0197 0.0159 0.005135000000000001 15 57779.999222407
0.0197 0.0159 0.00508 15 57780.999222407
0.0197 0.0161 0.00518 15 57781.999222407
0.0204 0.0161 0.00518 15 57782.999222407
0.0191 0.0157 0.00518 15 57783.999222407
0.0204 0.0155 0.00512 15 57784.999222407
0.0197 0.0157 0.00508 15 57785.999222407
0.0197 0.0159 0.00508 15 57786.999222407
0.0191 0.0158 0.00518 15 57787.999222407
0.0191 0.0161 0.00518 15 57788.999222407
0.0197 0.0159 0.00515 15 57789.999222407
0.0197 0.016 0.00525 15 57790.999222407
0.0204 0.0163 0.00528 15 57791.999222407
0.0197 0.0161 0.00532 15 57792.999222407
0.0204 0.0163 0.00528 15 57793.999222407
0.02005 0.016399999999999998 0.00535 15 57794.999222407
